,1701481,1094579,1420936,1701431,1676502,1433046,1701430,1692033,1680050,1676506,1676708,1687405,1676503,1680286,1671135,1680109,1664688,1680088,1679984,1673446,1691236,1680063,1673533,1687938,1676501,1692842,1678591,1678612,1673443,1681726,1679967,1692029,1673534,1673445,1674161,1664296,1678580,1680072,1716498,1680999,1701464,1701648,1701462,1682961,1678600,1477382,1701467,1701461,1678602,1701488,1701465,1330523,1662919,1440970
1701481,,0.000000,6.000000,5.871301,-0.008326,6.000060,6.854889,2.128784,3.531875,0.893969,5.399070,2.508824,5.275956,0.669427,1.386792,3.702208,5.941725,3.531875,-5.188968,3.748206,-0.763071,-2.512001,5.275956,5.975604,5.466540,5.818040,3.381273,-0.079536,-0.854657,0.730431,0.730431,5.770053,5.616483,5.761401,5.989746,5.999453,3.702208,3.531875,5.128726,6.016912,5.596234,2.508824,5.644910,-6.490000,-0.079536,6.000002,5.920904,0.378865,-0.079536,5.488478,-1.460207,6.000000,5.881778,6.000007
1094579,-0.000000,,-0.000000,-0.000000,1.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000,-0.000000
1420936,6.000000,0.000000,,5.999799,-0.001954,6.000000,6.000000,5.999999,5.999995,6.000000,5.999986,6.000000,6.000000,5.999998,5.999998,5.999996,5.999524,5.999995,5.999999,6.000000,5.999999,5.999999,6.000000,6.000000,5.999970,5.999864,5.999999,5.999999,5.999999,5.999998,5.999998,6.000000,5.999958,5.999977,5.999881,5.976044,5.999996,5.999995,5.999981,6.000000,5.999947,6.000000,6.000000,5.999999,5.999999,6.000000,6.000000,5.999998,5.999999,5.999959,5.999999,6.000000,6.000000,6.000000
1701431,6.128699,0.000000,6.000201,,0.431278,6.000001,6.014419,6.166627,6.271992,6.033619,7.206857,6.027500,6.013302,6.125936,6.156068,6.305365,5.620637,6.271992,6.064407,6.159492,6.107683,6.046955,6.013302,6.006269,6.959826,6.366089,6.201572,6.118537,6.105133,6.133154,6.133154,6.003633,7.335087,8.943862,15.897703,6.044535,6.305365,6.271992,6.586873,6.000963,6.656096,6.027500,6.004854,6.057698,6.118537,6.000000,6.001838,6.120057,6.118537,6.531879,6.093217,6.000000,6.010434,6.000000
1676502,0.008326,1.000000,0.001954,-0.431278,,0.000000,0.001025,0.009210,0.008384,0.001622,0.051824,0.001401,0.000782,0.003882,0.006405,0.011179,-1.156140,0.008384,0.002657,0.009807,0.004853,0.002116,0.000782,0.000403,0.000000,-0.267241,0.011844,0.004890,0.004337,0.004875,0.004875,0.000210,0.000000,0.152203,2.268361,0.149290,0.011179,0.008384,-0.000096,0.000064,-0.068620,0.001401,0.000276,0.002380,0.004890,0.000000,0.000110,0.003778,0.004890,-0.052657,0.003294,0.000000,0.000662,0.000000
1433046,5.999940,0.000000,6.000000,5.999999,-0.000000,,5.999544,5.999960,5.999984,5.999828,5.999996,5.999779,5.999468,5.999966,5.999968,5.999985,6.000000,5.999984,5.999921,5.999954,5.999949,5.999884,5.999468,5.998775,5.999997,5.999999,5.999965,5.999957,5.999952,5.999965,5.999965,5.998087,5.999998,5.999998,6.000000,6.000000,5.999985,5.999984,5.999995,5.991952,5.999998,5.999779,5.998597,5.999912,5.999957,5.402555,5.996064,5.999964,5.999957,5.999997,5.999951,5.988088,5.999270,0.847909
1701430,5.145111,0.000000,6.000000,5.985581,-0.001025,6.000456,,5.270620,5.671068,2.643018,5.912804,1.760173,-3.252964,5.289583,5.342864,5.683719,5.993553,5.671068,4.403117,5.242250,4.994491,3.694047,-3.252964,-2.043841,5.934303,5.979450,5.389379,5.132332,5.021707,5.274667,5.274667,-3.044898,5.952769,5.960059,5.996727,5.999929,5.683719,5.671068,5.892725,5.183538,5.953049,1.760173,-7.055655,4.217434,5.132332,6.000005,2.180630,5.248555,5.132332,5.940445,4.981399,6.000000,-5.085919,5.999985
1692033,9.871216,0.000000,6.000001,5.833373,-0.009210,6.000040,6.729380,,3.693087,5.245264,5.558819,5.619722,6.149689,1.017608,2.405560,4.022646,5.923170,3.693087,3.115251,9.165155,2.487618,4.468428,6.149689,6.180128,5.409871,5.767208,7.987123,1.291177,1.291177,1.465298,1.465298,6.029762,5.575743,5.915014,6.022738,5.999453,4.022646,3.693087,5.035760,6.034825,5.506325,5.619722,6.023183,3.415743,1.291177,6.000001,6.027928,0.785092,1.291177,5.375832,0.064328,6.000000,6.272958,6.000006
1680050,8.468125,0.000000,6.000005,5.728008,-0.008384,6.000016,6.328932,8.306913,,6.331640,6.707348,6.313310,6.210696,6.000000,6.902875,7.000000,5.868737,6.000000,6.380278,8.769284,6.868153,6.378557,6.210696,6.118725,5.462802,5.631835,9.187933,6.699875,6.620734,6.436049,6.436049,6.055580,5.613795,6.810253,6.189739,5.999794,7.000000,6.000000,5.120199,6.019511,5.317403,6.313310,6.071307,6.340666,6.699875,6.000001,6.030397,6.043605,6.699875,5.142615,6.238249,6.000000,6.192846,6.000003
