,1705853,1684273,1705859,1668824,1701629,1668197,1696932,1670725,1660903,1419883,1662989,1670728,1662987,1668201,1670721,1659956,1664300,1668196,1662004,1662996,1669829,1669832,1670727,1662988,1684885,1661745,1676716,1670723,1676709,1656298,1686655,1674165,1660904,1671132,1668202,1668205,1667047,1668825,1692303,1690979,1684052,1667052,1656299,1681092,1667050,1676710,1681479,1681061,1668199,1696939,1671134,1664295,1670730,1681561,1664686,1700617,1681469,1690136,1653679,1667051,1686624,1659957,1670722,1659958,1696938,1660905,1701572,1668827,1701505,1705858,1687421,1664684,1701616,1681618,1670729,1438713,1669830,1681487,1701688
1705853,,5.720928,6.107209,-0.025088,6.050010,6.000483,-0.001303,-0.003570,6.074638,6.058701,-0.002183,-0.000228,-0.002183,0.105604,1.047137,6.412787,5.998173,6.020294,0.022565,-0.000084,-0.002454,-0.004262,-0.002997,5.998642,7.042833,6.000110,5.930996,8.649329,5.576508,6.615875,7.042833,6.137371,6.005470,5.999523,6.163722,6.034903,6.222822,6.547445,5.476918,5.952811,7.042833,6.000304,6.672898,5.976556,8.693941,0.198283,5.849965,5.987437,7.950530,5.997573,5.998033,6.016890,-0.127439,5.998302,-0.000643,7.958034,5.906228,6.611992,6.073691,5.979018,6.218162,6.132685,6.013031,6.184380,5.999033,6.026663,5.930985,5.993799,5.982643,6.000358,7.042833,5.996119,6.002016,5.997363,6.474451,0.000000,5.809883,6.626217,6.840347
1684273,6.279072,,6.050140,-0.054073,6.022936,6.006168,-0.002795,-0.004992,6.034132,6.146342,-0.004525,-0.000498,-0.004525,0.288314,2.610238,7.004135,5.996389,6.051307,0.065783,-0.000171,-0.004989,-0.008056,-0.006093,5.997404,6.541341,6.000049,5.853475,7.234398,5.264241,6.503995,6.541341,6.064213,6.002450,5.998947,6.394986,6.015803,6.101473,7.617403,5.011323,5.899797,6.541341,6.000136,6.305139,5.948957,7.239501,0.541341,5.689086,5.972541,3.652029,5.994558,5.996049,6.043359,-0.259095,5.996255,-0.001365,7.016428,5.805678,6.298722,6.033458,5.955076,6.735759,6.059610,6.005871,6.086705,5.997854,6.012210,5.851917,5.989239,5.962112,6.000160,6.541341,5.993241,6.000908,5.994186,7.208546,0.000000,5.613476,6.325073,6.398297
1705859,5.892791,5.949860,,-0.000558,7.178364,5.999636,-0.000030,-0.000277,8.015642,5.999857,-0.000062,-0.000005,-0.000062,-0.002086,-0.002525,6.000819,5.999936,5.999899,-0.000751,-0.000003,-0.000076,-0.000177,-0.000093,5.999946,5.786165,6.005885,5.998305,6.022283,5.977655,5.883443,5.786165,6.055064,6.280156,5.999991,6.000564,7.353993,10.405116,5.980217,5.978236,5.998841,5.786165,6.015510,8.083566,5.999516,6.145504,-0.003917,5.995754,5.999749,0.057877,5.999961,5.999935,5.999867,-0.003971,5.999968,-0.000016,5.886113,5.997346,5.631654,8.617206,5.999512,5.985454,12.357271,6.581883,5.644957,5.999983,6.676136,5.998417,5.999672,5.999649,6.017655,5.786165,5.999796,6.090282,5.999951,5.996967,0.000001,5.994075,5.643903,5.844571
1668824,0.025088,0.054073,0.000558,,0.000219,7.372026,1.038903,9.308047,0.000319,5.311191,1.557827,0.978750,1.557827,2.050281,1.298308,1.275142,1.001761,12.264657,4.205761,1.030540,1.922598,4.476097,2.126863,1.015571,0.010245,0.000000,0.590460,0.013363,0.117589,0.022618,0.010245,0.000712,0.000019,-0.078013,4.068677,0.000135,0.000913,0.122962,0.114854,0.863421,0.010245,0.000001,0.002640,-1.573256,0.012178,1.559371,0.417402,-1.171884,1.035396,-0.648571,0.889521,11.972217,1.521752,-0.259697,1.065079,0.019237,0.667841,0.004307,0.000293,0.923116,0.176384,0.000470,0.000048,0.001002,-0.190401,0.000115,0.237717,8.010000,-1.463424,0.000001,0.010245,4.937891,0.000007,-0.403233,0.471659,1.000000,0.349741,0.006152,0.004846
1701629,5.949990,5.977064,4.821636,-0.000219,,5.999830,-0.000012,-0.000123,6.548063,5.999838,-0.000025,-0.000002,-0.000025,-0.001145,-0.002878,5.999712,5.999973,5.999920,-0.000387,-0.000001,-0.000032,-0.000076,-0.000039,5.999977,5.882671,6.013890,5.999321,5.956922,5.990264,5.944224,5.882671,5.091396,6.636866,5.999997,5.999997,8.237966,6.539402,5.989883,5.990697,5.999536,5.882671,6.035101,6.352559,5.999812,5.986759,-0.002149,5.998263,5.999903,-0.002317,5.999986,5.999973,5.999911,-0.001646,5.999988,-0.000006,5.937512,5.998914,5.751941,8.692774,5.999806,5.992860,11.641759,7.157034,5.247922,5.999994,6.201572,5.999374,5.999857,5.999864,6.038857,5.882671,5.999911,6.180128,5.999981,5.997815,0.000002,5.997545,5.804613,5.822815
1668197,5.999517,5.993832,6.000364,-7.372026,6.000170,,-0.383105,-1.123685,6.000255,9.112633,-0.646603,-0.066751,-0.646603,0.353236,0.174969,6.915583,5.454231,11.754181,0.800521,-0.024968,-0.729354,-1.283671,-0.890835,5.591886,6.003446,6.000000,2.209582,6.008998,5.940248,6.001716,6.003446,6.000466,6.000019,5.860555,9.154954,6.000119,6.000761,6.029082,5.909307,0.457330,6.003446,6.000001,6.002300,-0.874930,6.009176,0.188131,4.965439,2.318876,0.027092,5.292600,5.413851,10.770721,-0.881971,5.503321,-0.189525,6.006470,4.344709,6.002055,6.000252,-0.173954,6.026222,6.000454,6.000045,6.000625,5.717554,6.000091,0.994420,4.105704,0.912706,6.000001,6.003446,4.815146,6.000007,5.228804,6.236900,0.000000,5.408797,6.002069,6.002842
1696932,0.001303,0.002795,0.000030,0.961097,0.000012,0.383105,,1.499701,0.000017,0.283690,2.315113,0.528420,2.315113,1.055452,1.015934,0.068525,1.764217,0.653374,1.168571,1.471170,2.295135,1.705076,2.060367,2.262902,0.000541,0.000000,0.021330,0.000717,0.005963,0.001180,0.000541,0.000038,0.000001,-1.550804,0.219225,0.000007,0.000049,0.006462,0.005745,0.031191,0.000541,0.000000,0.000143,-0.190758,0.000656,1.029533,0.019138,-0.526414,1.001906,-12.120765,1.643011,0.636261,1.024937,-5.217965,1.771132,0.001016,0.030621,0.000229,0.000016,0.018061,0.009231,0.000026,0.000003,0.000054,-3.686041,0.000006,0.000000,0.406262,-0.334865,0.000000,0.000541,0.653855,0.000000,-5.540626,0.025096,1.000000,0.016716,0.000325,0.000259
1670725,0.003570,0.004992,0.000277,-7.308047,0.000123,1.123685,0.500299,,0.000183,2.450061,0.244641,0.907920,0.244641,1.346261,1.137687,0.676918,-0.542597,5.288825,1.910551,0.972442,0.200450,-0.075889,0.023427,-0.358077,0.003378,0.000000,-1.907723,0.006779,-0.013569,0.004352,0.003378,0.000354,0.000013,-0.198371,2.282975,0.000083,0.000540,0.034070,-0.030293,-2.789633,0.003378,0.000001,0.001615,-9.373582,0.006693,1.184416,-0.481638,-5.077945,1.019674,-1.051557,-0.616077,4.835140,0.614689,-0.703315,0.760992,0.006342,-0.770618,0.001740,0.000177,-8.000000,0.040706,0.000311,0.000031,0.000482,-0.407595,0.000065,-2.601935,-0.913885,-6.989769,0.000001,0.003378,-0.683726,0.000005,-1.092043,0.196750,1.000000,-0.258281,0.002028,0.002237
1660903,5.925362,5.965868,3.984358,-0.000319,5.451937,5.999745,-0.000017,-0.000183,,5.999738,-0.000037,-0.000003,-0.000037,-0.001746,-0.004667,5.999423,5.999960,5.999873,-0.000585,-0.000002,-0.000046,-0.000112,-0.000057,5.999966,5.821056,6.009300,5.999012,5.924047,5.985620,5.916449,5.821056,4.440191,6.421600,5.999995,5.999938,7.309651,6.474564,5.984706,5.986301,5.999324,5.821056,6.023204,6.391119,5.999728,5.962549,-0.003277,5.997461,5.999860,-0.009850,5.999980,5.999960,5.999861,-0.002411,5.999983,-0.000009,5.904696,5.998413,5.613154,7.996296,5.999718,5.989267,13.229651,6.732038,4.749655,5.999991,5.860206,5.999089,5.999789,5.999804,6.025462,5.821056,5.999869,6.114106,5.999973,5.996570,0.000001,5.996403,5.702006,5.712729
