,1651797,1651798,1654669,1692027,1652637,1654625,1654671,1676504,1664308,1691260,1654622,1664307,1676507,1664310,1664311,1654668,1692035,1705982,1691278,1652638,1676505,1676511,1692025,1651796,1652636,1701511,1705979,1676508,1654186,1705856,1431288,1705981,1664309,1676510,1701564,1701706,1653681
1691278,6.001641,0.945135,7.459210,0.360684,-0.005100,6.233389,1.544885,-0.005908,6.074916,5.000000,6.039535,9.625149,5.997602,15.854175,9.618557,6.055349,5.398794,6.059284,,6.011054,5.893354,5.636286,5.906761,6.000271,6.004815,6.446620,6.000178,6.988677,6.021494,6.128020,6.000000,6.000060,6.053285,6.091867,5.866828,6.012253,14.338170
1652638,6.304154,-0.007367,5.960300,-0.000648,-0.000014,5.765268,-0.035461,-0.000025,5.999763,5.988420,4.934746,5.984020,5.999978,5.994121,5.983988,5.067819,5.998047,5.022751,5.988946,,5.999747,5.998469,5.988089,5.650039,5.991279,5.915651,6.059716,5.971249,11.482473,5.571456,6.000001,6.020763,4.912823,5.369471,5.988302,2.129341,5.995516
1676505,6.000037,0.021750,6.040084,2.523976,0.056696,6.006063,0.040133,0.332409,12.405933,6.088872,6.001546,6.099581,6.497484,6.270688,6.099464,6.001827,6.232861,6.001685,6.106646,6.000253,,6.439821,6.097779,6.000007,6.000110,6.019067,6.000004,6.052719,6.000462,6.003974,6.000000,6.000001,6.001464,6.002613,6.099078,6.000305,6.363009
1676511,6.000225,0.131470,6.225160,4.850018,-0.016876,6.034825,0.230521,0.000000,7.235851,6.242476,6.007669,6.559371,6.026578,7.520528,6.558572,6.009586,5.132145,6.009339,6.363714,6.001531,5.560179,,6.327820,6.000041,6.000667,6.092101,6.000024,6.239730,6.002877,6.021312,6.000000,6.000008,6.008222,6.014479,6.329830,6.001783,8.022852
1692025,6.001768,1.018643,7.579242,0.343365,-0.004660,6.252237,1.669647,-0.005325,6.072180,5.160846,6.043250,9.923347,5.997939,16.664763,9.916278,6.060211,5.453246,6.064217,6.093239,6.011911,5.902221,5.672180,,6.000293,6.005189,6.490195,6.000192,7.095710,6.023133,6.139010,6.000000,6.000064,6.057668,6.099513,5.960792,6.013230,13.849285
1651796,9.309392,0.003663,5.999753,-0.000013,-0.000000,6.000591,0.000089,-0.000001,5.999995,5.999707,5.979427,5.999901,5.999999,5.999963,5.999899,5.984906,5.999947,5.990884,5.999729,6.349961,5.999993,5.999959,5.999707,,6.800683,5.998292,10.196202,5.999375,6.472337,5.993919,6.000026,7.418300,5.993248,5.994082,5.999712,6.066025,5.999963
1652636,6.703668,-0.003113,5.982724,-0.000282,-0.000006,5.897901,-0.015424,-0.000011,5.999897,5.994955,5.536077,5.993046,5.999990,5.997442,5.993032,5.594104,5.999149,5.574647,5.995185,6.008721,5.999890,5.999333,5.994811,5.199317,,5.963264,6.137559,5.987477,8.396774,5.813422,6.000002,6.047820,5.526884,5.725558,5.994904,4.317819,5.998048
1701511,6.012835,7.153318,11.286139,0.003795,-0.000987,7.500231,7.656992,-0.001496,5.996665,5.449029,6.054557,8.127799,5.998913,6.782774,8.121466,6.206105,5.871128,6.325452,5.553380,6.084349,5.980933,5.907899,5.509805,6.001708,6.036736,,6.001423,5.594705,6.175359,6.573739,6.000000,6.000478,6.311950,6.503571,5.515123,6.083920,6.511671
1705979,5.779640,-0.000775,5.999235,-0.000011,-0.000000,5.995128,-0.000736,-0.000000,5.999996,5.999815,5.981859,5.999692,6.000000,5.999887,5.999692,5.983629,5.999969,5.981693,5.999822,5.940284,5.999996,5.999976,5.999808,1.803798,5.862441,5.998577,,5.999522,6.030835,5.992327,6.000053,6.066574,5.979055,5.988194,5.999811,5.910061,5.999915
1676508,6.004338,2.445302,9.220194,0.043951,-0.002687,6.544757,3.605949,-0.003894,6.000000,4.681764,6.047986,14.000000,5.997358,8.943036,13.980000,6.095971,5.655463,6.126030,5.011323,6.028751,5.947281,5.760270,4.904290,6.000625,6.012523,6.405295,6.000478,,6.058425,6.243511,6.000000,6.000160,6.117589,6.195130,4.912129,6.029745,7.954487
1654186,5.479745,-0.135579,5.899878,-0.001359,-0.000026,5.343363,-0.099199,-0.000047,5.999519,5.977759,3.753743,5.959698,5.999958,5.985174,5.959653,3.942583,5.996368,3.631493,5.978506,0.517527,5.999538,5.997123,5.976867,5.527663,3.603226,5.824641,5.969165,5.941575,,5.027080,6.000000,5.990360,3.258140,4.472970,5.977294,-6.603111,5.988976
1705856,6.067470,4.225865,6.355294,-0.003957,-0.000212,10.399125,0.664584,-0.000346,5.997996,5.856057,4.490381,6.143014,5.999722,6.052612,6.142048,5.483551,5.971470,6.735722,5.871980,6.428544,5.996026,5.978688,5.860990,6.006081,6.186578,5.426261,6.007673,5.756489,6.972920,,6.000000,6.002583,6.900495,7.130822,5.863073,6.357071,6.030029
1431288,5.999994,-0.000000,6.000000,-0.000000,-0.000000,6.000000,-0.000000,-0.000000,6.000000,6.000000,6.000000,6.000000,6.000000,6.000000,6.000000,6.000000,6.000000,6.000000,6.000000,5.999999,6.000000,6.000000,6.000000,5.999974,5.999998,6.000000,5.999947,6.000000,6.000000,6.000000,,5.999843,6.000000,6.000000,6.000000,5.999999,6.000000
1705981,5.920040,-0.000268,5.999742,-0.000004,-0.000000,5.998352,-0.000249,-0.000000,5.999999,5.999938,5.993902,5.999896,6.000000,5.999962,5.999896,5.994492,5.999990,5.993827,5.999940,5.979237,5.999999,5.999992,5.999936,4.581700,5.952180,5.999522,5.933426,5.999840,6.009640,5.997417,6.000157,,5.992932,5.996019,5.999937,5.969492,5.999971
1664309,6.178703,0.976721,6.000000,-0.002290,-0.000079,6.539640,0.081524,-0.000134,5.999032,5.941871,2.324242,6.000000,5.999889,6.000000,5.999706,3.549494,5.989197,5.197644,5.946715,7.087177,5.998536,5.991778,5.942332,6.006752,6.473116,5.688050,6.020945,5.882411,8.741860,5.099505,6.000000,6.007068,,5.472708,5.943270,6.674553,5.997629
1676510,6.101902,2.050231,6.069252,-0.003648,-0.000140,7.535126,0.231914,-0.000235,5.998394,5.898946,1.696460,6.027876,5.999806,6.010255,6.027318,3.417876,5.980873,6.012881,5.908133,6.630529,5.997387,5.985521,5.900487,6.005918,6.274442,5.496429,6.011806,5.804870,7.527030,4.869178,6.000000,6.003981,6.527292,,5.902071,6.444608,6.002875
1701564,6.001736,1.000425,7.553549,0.353184,-0.004715,6.247997,1.641583,-0.005358,6.074588,5.181943,6.042726,9.859518,5.997968,16.491257,9.852589,6.059351,5.447835,6.063194,6.133172,6.011698,5.900922,5.670170,6.039208,6.000288,6.005096,6.484877,6.000189,7.087871,6.022706,6.136927,6.000000,6.000063,6.056730,6.097929,,6.013002,14.038386
1701706,6.714511,0.094322,5.975368,-0.000634,-0.000017,5.908996,-0.013748,-0.000029,5.999755,5.986930,4.966878,5.990085,5.999975,5.996352,5.990035,5.173503,5.997694,5.312415,5.987747,9.870659,5.999695,5.998217,5.986770,5.933975,7.682181,5.916080,6.089939,5.970255,18.603111,5.642929,6.000001,6.030508,5.325447,5.555392,5.986998,,5.996978
1653681,6.000729,0.371421,6.064940,-0.531586,-0.019533,6.037604,0.248914,-0.032860,5.770045,-3.140689,5.965797,6.161331,5.972758,6.438543,6.156042,5.978489,3.333693,5.998243,-2.338170,6.004484,5.636991,3.977148,-1.849285,6.000037,6.001952,5.488329,6.000085,4.045513,6.011024,5.969971,6.000000,6.000029,6.002371,5.997125,-2.038386,6.003022,
