,1449438,1298666,1691615,1338262,1644142,1669842,1698616,1709425,1709391,1709430,1709402,1709444,1333577,1687192,1464879,1664294,1704349,1533898,1693565,1704322,1708769,1301647,1330055,911485,1292298,1694281,1688013,1704511,1333575,1113503,1719483,1118957,1709678,1711623,1709579,1438084,1708759,1709597,1709672,1687237,1662920,1714507,1533900,1462395,1655648,1477378,1412930,1662921,1657095,1644143,1657380,1304377,1462389,1656279,1417905,1466991,1449439,1704386,1651799,1645236,1642775,1522954,1462388,1719491,1439755,1644145,1600024,1693715,1478547,1605588,1667515,1655651,1693703,1431906,1477381,1600683,1702892,1605583
1449438,,5.615710,6.000000,5.846986,6.000000,6.000000,-0.000000,2.000000,2.000000,2.000000,2.000000,2.000000,6.000000,6.000000,6.000000,6.000000,8.000000,6.000000,5.999999,8.000000,6.000000,-0.000000,6.000000,6.000000,6.000000,6.000000,6.000000,8.000000,6.000000,-0.000000,6.000000,6.000000,8.000000,8.000000,8.000000,0.856681,6.000000,8.000000,8.000000,6.000000,6.000000,6.000000,3.222200,5.999999,8.000000,6.000000,6.000000,6.000000,6.000000,5.999908,6.000000,6.000000,5.777121,6.000000,6.031025,5.999431,5.999999,6.000000,6.394677,5.999995,6.000000,6.000000,5.999857,6.000000,5.994043,5.999908,5.991304,6.000000,5.999984,5.877274,6.000000,8.000000,6.000000,6.005349,6.000000,5.999039,8.000000,-0.000000
1298666,6.384290,,6.000000,5.989339,6.000000,6.000000,-0.000000,2.000000,2.000000,2.000000,2.000000,2.000000,6.000000,6.000000,6.000000,6.000000,8.000000,6.000000,6.000000,8.000000,6.000000,-0.000000,6.000000,6.000000,6.000000,6.000000,6.000000,8.000000,6.000000,-0.000000,6.000000,6.000000,8.000000,8.000000,8.000000,0.098550,6.000000,8.000000,8.000000,6.000000,6.000000,6.000000,5.855804,6.000000,8.000000,6.000000,6.000000,6.000000,6.000000,5.999994,6.000000,6.000000,4.023785,6.000000,6.712873,6.000046,6.000000,6.000000,6.073550,6.000000,6.000000,6.000000,5.999989,6.000000,5.999642,5.999994,5.999502,6.000000,5.999999,5.999562,6.000000,8.000000,6.000000,6.067801,6.000000,5.999937,8.000000,-0.000000
1691615,6.000000,6.000000,,6.000000,6.183156,6.000031,0.000000,1.913177,1.877306,1.726939,1.870784,1.546410,6.000247,5.978518,6.001524,5.999701,7.977691,6.004502,6.000001,7.998219,5.999896,0.000140,5.958569,-1.125520,6.000009,5.994529,-1.970381,7.997863,6.024851,-0.008491,6.000023,6.000901,7.999953,7.999629,7.999969,0.000000,2.350000,8.000000,7.999753,5.958851,2.474256,5.977468,6.000000,6.000002,10.063863,6.000020,6.001824,5.977632,6.370138,6.000000,5.999027,6.000000,6.000000,6.004249,6.000000,6.000000,6.000003,5.976774,6.000000,6.000000,6.000000,5.558545,6.000000,1.957005,6.000000,6.000000,6.000000,6.000000,6.000000,6.000000,6.000003,8.041777,6.000000,6.000000,6.000000,6.000000,7.998323,0.000001
1338262,6.153014,6.010661,6.000000,,6.000000,6.000002,-0.000000,2.000000,2.000000,2.000000,2.000000,2.000000,6.000000,6.000000,6.000000,6.000000,8.000000,6.000000,5.999972,8.000000,5.999996,-0.000000,6.000000,6.000000,6.000010,6.000000,6.000000,8.000000,6.000000,-0.000000,5.999998,6.000000,8.000000,8.000000,8.000000,7.325402,6.000000,8.000000,8.000000,6.000000,6.000000,6.000000,6.208100,6.000031,8.000000,5.999998,6.000000,6.000000,6.000000,6.002498,6.000000,6.000000,5.999168,6.000000,6.001670,6.349944,5.999986,6.000000,8.056748,5.999841,6.000000,6.000000,5.997281,6.000000,6.232994,6.002498,6.444262,6.000000,5.999540,9.837429,5.999987,8.000000,6.000000,6.000092,6.000000,6.018095,8.000000,-0.000013
1644142,6.000000,6.000000,5.816844,6.000000,,6.000793,-10.000000,-3.450360,-3.845770,-0.626674,-3.917662,-1.028448,5.999996,3.361075,5.982711,5.681720,5.428630,5.834077,6.000005,7.719588,5.990946,-0.002762,-3.308930,5.796500,6.000257,5.203407,5.781026,7.700173,4.576449,-1.628449,6.000000,5.676637,7.972659,7.912339,7.973527,0.000000,5.749992,7.975212,7.919145,0.945031,5.827617,3.416449,6.000000,6.000061,8.710510,5.999840,5.601703,2.613382,4.899273,6.000000,5.789230,-4.000000,6.000000,5.734137,6.000000,6.000000,6.000000,3.378556,6.000000,5.999997,5.975212,5.924535,6.000000,4.954969,6.000000,6.000000,6.000000,5.975212,5.999999,6.000000,5.999908,8.785235,4.997412,6.000000,5.327945,6.000000,7.725265,-0.000409
1669842,6.000000,6.000000,5.999969,5.999998,5.999207,,-0.001689,1.999155,1.999120,1.999604,1.999113,1.999568,6.000000,5.983588,5.905767,5.942458,7.981559,5.971966,5.358028,7.881791,-3.574129,-0.993239,5.997195,5.999976,6.528955,5.955271,5.999975,7.876605,5.995497,-0.017564,-0.426419,5.957832,7.281282,7.709265,7.293935,0.000003,5.999963,7.318519,7.722697,5.991432,5.999976,5.981499,6.000000,6.078848,7.999956,-1.370413,5.969671,5.989865,5.999640,5.999938,5.873689,5.998311,6.000000,5.974459,6.000000,6.000178,4.350590,5.981314,6.000001,5.775073,5.318519,5.999988,5.995709,5.999867,6.000008,5.999938,6.000010,5.318519,5.936050,6.000001,2.197413,7.997843,5.983151,6.000000,5.974865,5.999940,7.883308,-9.043113
1698616,0.000000,0.000000,0.000000,0.000000,10.000000,0.001689,,2.042929,1.647520,2.392291,1.575627,1.990517,0.000005,-1.172856,0.083229,-0.016307,0.781982,0.245796,0.000076,1.902744,-0.005700,1.007622,-2.262049,-0.130508,0.000494,-0.298722,-0.145983,1.883329,1.356822,0.536393,0.001234,0.049175,1.997447,1.979719,1.998314,1.000000,-0.066852,2.000000,1.986524,-2.246653,-0.064576,-1.230198,0.000000,0.000123,4.063863,0.001074,0.099574,-1.221261,2.194863,0.000001,-0.053126,0.000000,0.000000,0.232008,0.000000,0.000000,0.000167,-1.268092,0.000000,0.000016,0.000000,-0.008086,0.000001,-0.547160,0.000000,0.000001,0.000000,0.000000,0.000005,0.000000,0.000189,4.280921,0.000000,0.000000,0.000000,0.000000,1.908422,1.000045
1709425,0.000000,0.000000,0.086823,0.000000,5.450360,0.000845,1.957071,,5.120000,5.604591,4.960000,4.710426,0.000014,-0.386685,0.047018,0.021574,4.582235,0.149848,0.000041,4.973829,-0.002240,1.004419,-0.341968,-0.255851,0.000245,-0.086575,-0.290289,4.965106,0.875761,0.903172,0.000673,0.057750,5.001225,4.997336,5.001615,1.000000,-0.061959,5.002372,5.000394,-0.740711,-0.092612,-0.423238,0.000000,0.000061,10.234755,0.000601,0.092391,-0.341508,6.446999,0.000001,-0.008783,0.957071,0.000000,0.151898,0.000000,0.000000,0.000091,-0.440265,0.000000,0.000009,0.002372,0.013946,0.000000,-0.981716,0.000000,0.000001,0.000000,0.002372,0.000003,0.000000,0.000112,6.168032,0.095955,0.000000,0.064320,0.000000,4.976381,1.000064
1709391,0.000000,0.000000,0.122694,0.000000,5.845770,0.000880,2.352480,6.880000,,6.000000,5.840000,5.105835,0.000016,-0.328715,0.050992,0.033514,4.635748,0.166127,0.000044,4.981072,-0.002107,1.004829,-0.063327,-0.241556,0.000254,-0.066889,-0.275994,4.972348,0.985699,0.949230,0.000721,0.072481,5.002205,5.000000,5.002595,1.000000,-0.026088,5.003352,5.003058,-0.629667,-0.071499,-0.369725,0.000000,0.000064,10.499806,0.000649,0.112078,-0.255888,7.092432,0.000001,-0.002550,1.352480,0.000000,0.171584,0.000000,0.000000,0.000098,-0.386752,0.000000,0.000010,0.003352,0.027142,0.000000,-0.884209,0.000000,0.000001,0.000000,0.003352,0.000003,0.000000,0.000123,6.227173,0.135598,0.000000,0.090894,0.000000,4.983623,1.000082
