,1432441,1683047,1690183,1690212,1670726,1690170,1664293,1668828,1686554,1668826,1676712,1668200,1676707,1681496,1668829,1670724,1664298,1684201,1668822,1668832,1668833,1684182,1668831,1686735,1668830,1684112,1689057,1616130,1669831,1686588,1668823,1686730,1689127,1690131,1687653,1616131,1689476,1689107,1690181
1432441,,0.000000,-0.000001,-0.000000,-0.000000,-0.000000,6.000000,6.000000,5.999910,5.999986,6.000000,5.999996,6.000000,6.000000,5.999981,5.999948,6.000000,5.998852,6.000000,6.000000,6.000000,5.997531,6.000000,5.999688,-0.000039,6.000023,5.999981,5.896422,5.999796,5.998852,6.000000,5.999453,5.999955,5.999981,5.997173,5.896422,5.999572,5.999955,5.999979
1683047,-0.000000,,-3.942619,-0.300292,0.467210,0.652003,-0.037676,-0.004207,-0.164951,-0.448660,-0.010933,-9.653433,-0.255122,-0.127963,-1.827983,-0.462577,-0.293743,-0.005226,-0.012800,-0.136535,-1.911403,-0.000790,-2.272388,-0.077232,-0.020581,0.000000,-1.827983,-0.000015,-0.024197,-0.005226,-0.007937,-0.000216,-0.611433,-1.883654,-0.001080,-0.000015,-0.023219,-0.611433,-2.105260
1690183,0.000001,5.942619,,0.095671,0.538877,0.673902,-0.047044,-0.006787,0.000000,0.108118,-0.011581,-1.514299,-0.366313,-0.183734,-0.289894,-0.044539,-0.100575,0.001342,-0.015608,-0.168813,-2.141356,0.000621,-1.809761,-0.007436,0.821665,0.001068,-0.289894,0.000014,0.007962,0.001342,-0.010872,0.000971,-0.073263,-0.298722,0.000582,0.000014,0.002318,-0.073263,-0.398297
1690212,0.000000,2.300292,1.904329,,0.271562,0.323882,-0.167607,-0.031057,0.006093,0.045017,-0.031983,-0.041779,-1.518997,-0.761893,-0.008739,0.005370,0.834112,0.000546,-0.053926,-0.593958,-5.791852,0.000193,-0.692268,0.000897,0.990784,0.000281,-0.008739,0.000004,0.002988,0.000546,-0.043045,0.000263,0.003313,-0.009005,0.000193,0.000004,0.001468,0.003313,-0.027014
1670726,0.000000,1.532790,1.461123,1.728438,,0.381217,-0.358597,-0.078163,0.003107,0.020106,-0.052616,0.018598,-3.614485,-1.812939,0.003183,0.003912,3.816897,0.000243,-0.112512,-1.258024,-1.423485,0.000082,0.194123,0.000653,1.000000,0.000115,0.003183,0.000002,0.001314,0.000243,-0.099440,0.000109,0.003620,0.003280,0.000083,0.000002,0.000687,0.003620,-0.003280
1690170,0.000000,1.347997,1.326098,1.676118,1.618783,,-0.497435,-0.120576,0.002197,0.013589,-0.056593,0.021970,-5.391948,-2.704472,0.003939,0.003026,4.863505,0.000164,-0.153102,-1.731867,-0.668581,0.000054,0.258189,0.000505,1.001038,0.000075,0.003939,0.000001,0.000883,0.000164,-0.145556,0.000071,0.002986,0.004059,0.000055,0.000001,0.000473,0.002986,0.000000
1664293,6.000000,0.037676,0.047044,0.167607,0.358597,0.497435,,4.954974,6.000317,6.001686,7.410075,6.007008,4.914860,3.836539,6.001303,6.000549,6.802434,6.000020,6.255455,6.084485,6.050699,6.000006,6.089874,6.000092,0.000602,6.000008,6.001303,6.000000,6.000107,6.000020,5.344956,6.000008,6.000617,6.001343,6.000007,6.000000,6.000062,6.000617,6.001010
1668828,6.000000,0.004207,0.006787,0.031057,0.078163,0.120576,7.045026,,6.000046,6.000216,9.838053,6.001388,6.115005,6.229288,6.000260,6.000090,6.125662,6.000003,9.132239,6.290712,6.021753,6.000001,6.018130,6.000015,0.000131,6.000001,6.000260,6.000000,6.000013,6.000003,10.317756,6.000001,6.000107,6.000268,6.000001,6.000000,6.000008,6.000107,6.000245
1686554,6.000090,0.164951,0.000000,-0.006093,-0.003107,-0.002197,5.999683,5.999954,,6.918946,5.999922,5.845111,5.997532,5.998762,5.163259,4.638466,5.999322,6.199148,5.999895,5.998863,5.985572,6.092173,5.987806,4.896362,-1.851341,6.158484,5.163259,6.002092,7.181597,6.199148,5.999927,6.144076,4.528482,5.187988,6.086446,6.002092,6.344090,4.528482,4.917318
1668826,6.000014,0.448660,-0.108118,-0.045017,-0.020106,-0.013589,5.998314,5.999784,5.081054,,5.999549,4.931516,5.987706,5.993834,0.265757,2.393320,5.991731,6.001906,5.999434,5.993920,5.918944,6.009958,5.917125,5.397828,-9.808438,6.024687,0.265757,6.000240,6.049256,6.001906,5.999627,6.021239,0.900009,0.435230,6.007447,6.000240,5.924244,0.900009,-0.695821
1676712,6.000000,0.010933,0.011581,0.031983,0.052616,0.056593,4.589925,2.161947,6.000078,6.000451,,6.001217,5.366449,4.736880,6.000223,6.000120,6.184186,6.000005,2.693234,5.644980,5.992998,6.000002,6.015156,6.000020,0.000088,6.000002,6.000223,6.000000,6.000029,6.000005,1.941650,6.000002,6.000127,6.000230,6.000002,6.000000,6.000016,6.000127,6.000115
1668200,6.000004,9.653433,1.514299,0.041779,-0.018598,-0.021970,5.992992,5.998612,6.154889,7.068484,5.998783,,5.933717,5.966754,5.981175,6.167749,6.050337,6.012940,5.997767,5.975264,5.741219,6.004459,5.982572,6.028007,-0.109187,6.006392,5.981175,6.000099,6.070378,6.012940,5.998144,6.006014,6.135586,5.980602,6.004501,6.000099,6.035681,6.135586,5.592642
1676707,6.000000,0.255122,0.366313,1.518997,3.614485,5.391948,7.085140,5.884995,6.002468,6.012294,6.633551,6.066283,,6.000000,6.012389,6.004623,12.555942,6.000147,6.426399,10.189500,6.844017,6.000044,6.860474,6.000772,0.006066,6.000055,6.012389,6.000001,6.000773,6.000147,6.080564,6.000053,6.005367,6.012766,6.000046,6.000001,6.000467,6.005367,6.010943
1681496,6.000000,0.127963,0.183734,0.761893,1.812939,2.704472,8.163461,5.770712,6.001238,6.006166,7.263120,6.033246,6.000000,,6.006214,6.002319,9.288303,6.000074,6.850118,10.676647,6.423339,6.000022,6.431593,6.000387,0.003043,6.000028,6.006214,6.000000,6.000388,6.000074,6.160621,6.000027,6.002692,6.006403,6.000023,6.000000,6.000234,6.002692,6.005489
1668829,6.000019,1.827983,0.289894,0.008739,-0.003183,-0.003939,5.998697,5.999740,6.836741,11.734243,5.999777,6.018825,5.987611,5.993786,,6.921836,6.009719,6.069431,5.999585,5.995403,5.952213,6.023872,5.998146,6.153910,-0.527292,6.034157,6.000000,6.000528,6.377404,6.069431,5.999654,6.032148,6.758166,6.000000,6.024111,6.000528,6.191943,6.758166,4.059109
1670724,6.000052,0.462577,0.044539,-0.005370,-0.003912,-0.003026,5.999451,5.999910,7.361534,9.606680,5.999880,5.832251,5.995377,5.997681,5.078164,,6.000747,6.158169,5.999820,5.998041,5.976762,6.059760,5.986281,6.000000,-2.330993,6.091543,5.078164,6.001335,6.882237,6.158169,5.999866,6.085005,5.189416,5.105408,6.058849,6.001335,6.390408,5.189416,4.509014
1664298,6.000000,0.293743,0.100575,-0.834112,-3.816897,-4.863505,5.197566,5.874338,6.000678,6.008269,5.815814,5.949663,-0.555942,2.711697,5.990281,5.999253,,6.000101,5.736195,3.131316,3.604112,6.000040,5.296525,5.999875,-0.006406,6.000063,5.990281,6.000001,6.000573,6.000101,5.808351,6.000059,5.998158,5.989985,6.000039,6.000001,6.000233,5.998158,5.984978
1684201,6.001148,0.005226,-0.001342,-0.000546,-0.000243,-0.000164,5.999980,5.999997,5.800852,5.998094,5.999995,5.987060,5.999853,5.999926,5.930569,5.841831,5.999899,,5.999993,5.999927,5.999024,6.793432,5.998997,5.052653,-0.144843,8.025690,5.930569,6.019271,6.127354,6.000000,5.999996,7.736305,5.853475,5.932621,6.578768,6.019271,5.421232,5.853475,5.919145
1668822,6.000000,0.012800,0.015608,0.053926,0.112512,0.153102,5.744545,2.867761,6.000105,6.000566,9.306766,6.002233,5.573601,5.149882,6.000415,6.000180,6.263805,6.000007,,5.959945,6.013291,6.000002,6.028555,6.000030,0.000189,6.000003,6.000415,6.000000,6.000036,6.000007,3.743188,6.000003,6.000200,6.000427,6.000002,6.000000,6.000021,6.000200,6.000311
1668832,6.000000,0.136535,0.168813,0.593958,1.258024,1.731867,5.915515,5.709288,6.001137,6.006080,6.355020,6.024736,1.810500,1.323353,6.004597,6.001959,8.868684,6.000073,6.040055,,6.166212,6.000023,6.316883,6.000327,0.002111,6.000029,6.004597,6.000000,6.000387,6.000073,5.805890,6.000028,6.002192,6.004737,6.000024,6.000000,6.000224,6.002192,6.003515
1668833,6.000000,1.911403,2.141356,5.791852,1.423485,0.668581,5.949301,5.978247,6.014428,6.081056,6.007002,6.258781,5.155983,5.576661,6.047787,6.023238,8.395888,6.000976,5.986709,5.833788,,6.000309,9.265556,6.003880,0.020305,6.000413,6.047787,6.000007,6.005195,6.000976,5.979233,6.000394,6.025150,6.049242,6.000320,6.000007,6.002928,6.025150,6.030119
1684182,6.002469,0.000790,-0.000621,-0.000193,-0.000082,-0.000054,5.999994,5.999999,5.907827,5.990042,5.999998,5.995541,5.999956,5.999978,5.976128,5.940240,5.999960,5.206568,5.999998,5.999977,5.999691,,5.999656,5.642069,-0.048755,9.655725,5.976128,6.008383,5.878226,5.206568,5.999999,8.741794,5.946715,5.976834,5.086069,6.008383,5.617322,5.946715,5.973269
1668831,6.000000,2.272388,1.809761,0.692268,-0.194123,-0.258189,5.910126,5.981870,6.012194,6.082875,5.984844,6.017428,5.139526,5.568407,6.001854,6.013719,6.703475,6.001003,5.971445,5.683117,2.734444,6.000344,,6.002291,-0.006544,6.000491,6.001854,6.000008,6.005449,6.001003,5.975993,6.000462,6.011518,6.001911,6.000348,6.000008,6.002782,6.011518,5.972514
1686735,6.000312,0.077232,0.007436,-0.000897,-0.000653,-0.000505,5.999908,5.999985,7.103638,6.602172,5.999980,5.971993,5.999228,5.999613,5.846090,6.000000,6.000125,6.947347,5.999970,5.999673,5.996120,6.357931,5.997709,,-0.389183,6.548295,5.846090,6.007993,11.284118,6.947347,5.999978,6.509131,5.864665,5.850639,6.352475,6.007993,8.338332,5.864665,5.751065
1668830,0.000039,2.020581,1.178335,1.009216,1.000000,0.998962,-0.000602,-0.000131,1.851341,9.808438,-0.000088,0.109187,-0.006066,-0.003043,0.527292,2.330993,0.006406,0.144843,-0.000189,-0.002111,-0.020305,0.048755,0.006544,0.389183,,0.068589,0.527292,0.001077,0.782944,0.144843,-0.000167,0.064778,2.156771,0.511709,0.049536,0.001077,0.409518,2.156771,-0.511709
1684112,5.999977,0.000000,-0.001068,-0.000281,-0.000115,-0.000075,5.999992,5.999999,5.841516,5.975313,5.999998,5.993608,5.999945,5.999972,5.965843,5.908457,5.999937,3.974310,5.999997,5.999971,5.999587,2.344275,5.999509,5.451705,-0.068589,,5.965843,5.929086,5.639962,3.974310,5.999998,5.000000,5.920496,5.966852,1.000000,5.929086,5.246311,5.920496,5.962953
1689057,6.000019,1.827983,0.289894,0.008739,-0.003183,-0.003939,5.998697,5.999740,6.836741,11.734243,5.999777,6.018825,5.987611,5.993786,6.000000,6.921836,6.009719,6.069431,5.999585,5.995403,5.952213,6.023872,5.998146,6.153910,-0.527292,6.034157,,6.000528,6.377404,6.069431,5.999654,6.032148,6.758166,6.000000,6.024111,6.000528,6.191943,6.758166,4.059109
1616130,6.103578,0.000015,-0.000014,-0.000004,-0.000002,-0.000001,6.000000,6.000000,5.997908,5.999760,6.000000,5.999901,5.999999,6.000000,5.999472,5.998665,5.999999,5.980729,6.000000,6.000000,5.999993,5.991617,5.999992,5.992007,-0.001077,6.070914,5.999472,,5.996948,5.980729,6.000000,6.051270,5.998814,5.999487,5.972695,6.000000,5.991133,5.998814,5.999411
1669831,6.000204,0.024197,-0.007962,-0.002988,-0.001314,-0.000883,5.999893,5.999987,4.818403,5.950744,5.999971,5.929622,5.999227,5.999612,5.622596,5.117763,5.999427,5.872646,5.999964,5.999613,5.994805,6.121774,5.994551,0.715882,-0.782944,6.360038,5.622596,6.003052,,5.872646,5.999976,6.303339,5.191392,5.633750,6.076544,6.003052,4.205799,5.191392,5.564971
1686588,6.001148,0.005226,-0.001342,-0.000546,-0.000243,-0.000164,5.999980,5.999997,5.800852,5.998094,5.999995,5.987060,5.999853,5.999926,5.930569,5.841831,5.999899,6.000000,5.999993,5.999927,5.999024,6.793432,5.998997,5.052653,-0.144843,8.025690,5.930569,6.019271,6.127354,,5.999996,7.736305,5.853475,5.932621,6.578768,6.019271,5.421232,5.853475,5.919145
1668823,6.000000,0.007937,0.010872,0.043045,0.099440,0.145556,6.655044,1.682244,6.000073,6.000373,10.058350,6.001856,5.919436,5.839379,6.000346,6.000134,6.191649,6.000004,8.256812,6.194110,6.020767,6.000001,6.024007,6.000022,0.000167,6.000002,6.000346,6.000000,6.000024,6.000004,,6.000002,6.000154,6.000357,6.000001,6.000000,6.000014,6.000154,6.000295
